v9,v8,v7,v6,v5,v4,v3,v2,v1,v0,Detection
-0.1106848,-0.0145885,0.0498078,0.0835726,-0.0478223,-0.0489605,-0.1948292,-0.2204421,-0.0903778,-0.1465306,0.0
-0.0145885,0.0498078,0.0835726,-0.0478223,-0.0489605,-0.1948292,-0.2204421,-0.0903778,-0.1465306,-0.1435816,0.0
0.0498078,0.0835726,-0.0478223,-0.0489605,-0.1948292,-0.2204421,-0.0903778,-0.1465306,-0.1435816,-0.0905502,0.0
0.0835726,-0.0478223,-0.0489605,-0.1948292,-0.2204421,-0.0903778,-0.1465306,-0.1435816,-0.0905502,-0.1166201,0.0
-0.0478223,-0.0489605,-0.1948292,-0.2204421,-0.0903778,-0.1465306,-0.1435816,-0.0905502,-0.1166201,-0.1518044,0.0
-0.0489605,-0.1948292,-0.2204421,-0.0903778,-0.1465306,-0.1435816,-0.0905502,-0.1166201,-0.1518044,-0.0993157,0.0
-0.1948292,-0.2204421,-0.0903778,-0.1465306,-0.1435816,-0.0905502,-0.1166201,-0.1518044,-0.0993157,0.0485848,0.0
-0.2204421,-0.0903778,-0.1465306,-0.1435816,-0.0905502,-0.1166201,-0.1518044,-0.0993157,0.0485848,0.2205931,0.0
-0.0903778,-0.1465306,-0.1435816,-0.0905502,-0.1166201,-0.1518044,-0.0993157,0.0485848,0.2205931,0.2432865,0.0
-0.1465306,-0.1435816,-0.0905502,-0.1166201,-0.1518044,-0.0993157,0.0485848,0.2205931,0.2432865,0.0610303,0.0
-0.1435816,-0.0905502,-0.1166201,-0.1518044,-0.0993157,0.0485848,0.2205931,0.2432865,0.0610303,0.0585946,0.0
-0.0905502,-0.1166201,-0.1518044,-0.0993157,0.0485848,0.2205931,0.2432865,0.0610303,0.0585946,0.1051711,0.0
-0.1166201,-0.1518044,-0.0993157,0.0485848,0.2205931,0.2432865,0.0610303,0.0585946,0.1051711,0.0234726,0.0
-0.1518044,-0.0993157,0.0485848,0.2205931,0.2432865,0.0610303,0.0585946,0.1051711,0.0234726,-0.1821674,0.0
-0.0993157,0.0485848,0.2205931,0.2432865,0.0610303,0.0585946,0.1051711,0.0234726,-0.1821674,-0.1687247,0.0
