v9,v8,v7,v6,v5,v4,v3,v2,v1,v0,Detection
0.0043992,-0.0049268,-0.0024614,-0.0035191,-0.0002455,-0.0083349,-0.0061005,-0.0165521,-0.0177921,-0.0144914,0.0
-0.0049268,-0.0024614,-0.0035191,-0.0002455,-0.0083349,-0.0061005,-0.0165521,-0.0177921,-0.0144914,-0.0222355,0.0
-0.0024614,-0.0035191,-0.0002455,-0.0083349,-0.0061005,-0.0165521,-0.0177921,-0.0144914,-0.0222355,-0.0130565,0.0
-0.0035191,-0.0002455,-0.0083349,-0.0061005,-0.0165521,-0.0177921,-0.0144914,-0.0222355,-0.0130565,-0.0086564,0.0
-0.0002455,-0.0083349,-0.0061005,-0.0165521,-0.0177921,-0.0144914,-0.0222355,-0.0130565,-0.0086564,-0.0100717,0.0
-0.0083349,-0.0061005,-0.0165521,-0.0177921,-0.0144914,-0.0222355,-0.0130565,-0.0086564,-0.0100717,0.0051331,0.0
-0.0061005,-0.0165521,-0.0177921,-0.0144914,-0.0222355,-0.0130565,-0.0086564,-0.0100717,0.0051331,0.0096283,0.0
-0.0165521,-0.0177921,-0.0144914,-0.0222355,-0.0130565,-0.0086564,-0.0100717,0.0051331,0.0096283,0.0086409,0.0
-0.0177921,-0.0144914,-0.0222355,-0.0130565,-0.0086564,-0.0100717,0.0051331,0.0096283,0.0086409,0.015333,0.0
-0.0144914,-0.0222355,-0.0130565,-0.0086564,-0.0100717,0.0051331,0.0096283,0.0086409,0.015333,0.0137367,0.0
-0.0222355,-0.0130565,-0.0086564,-0.0100717,0.0051331,0.0096283,0.0086409,0.015333,0.0137367,0.0268172,0.0
-0.0130565,-0.0086564,-0.0100717,0.0051331,0.0096283,0.0086409,0.015333,0.0137367,0.0268172,0.0326885,0.0
-0.0086564,-0.0100717,0.0051331,0.0096283,0.0086409,0.015333,0.0137367,0.0268172,0.0326885,0.0253959,0.0
-0.0100717,0.0051331,0.0096283,0.0086409,0.015333,0.0137367,0.0268172,0.0326885,0.0253959,0.0178035,0.0
0.0051331,0.0096283,0.0086409,0.015333,0.0137367,0.0268172,0.0326885,0.0253959,0.0178035,0.0156276,0.0
0.0096283,0.0086409,0.015333,0.0137367,0.0268172,0.0326885,0.0253959,0.0178035,0.0156276,0.0066557,0.0
0.0086409,0.015333,0.0137367,0.0268172,0.0326885,0.0253959,0.0178035,0.0156276,0.0066557,-0.0070539,0.0
0.015333,0.0137367,0.0268172,0.0326885,0.0253959,0.0178035,0.0156276,0.0066557,-0.0070539,-0.0202945,0.0
0.0137367,0.0268172,0.0326885,0.0253959,0.0178035,0.0156276,0.0066557,-0.0070539,-0.0202945,-0.0254781,0.0
0.0268172,0.0326885,0.0253959,0.0178035,0.0156276,0.0066557,-0.0070539,-0.0202945,-0.0254781,-0.01473,0.0
