v9,v8,v7,v6,v5,v4,v3,v2,v1,v0,Detection
-0.032,-0.024,-0.041,-0.029,-0.056,-0.057,-0.05,-0.047,-0.023,-0.021,0.0
-0.024,-0.041,-0.029,-0.056,-0.057,-0.05,-0.047,-0.023,-0.021,-0.016,0.0
-0.041,-0.029,-0.056,-0.057,-0.05,-0.047,-0.023,-0.021,-0.016,-0.018,0.0
-0.029,-0.056,-0.057,-0.05,-0.047,-0.023,-0.021,-0.016,-0.018,-0.015,0.0
-0.056,-0.057,-0.05,-0.047,-0.023,-0.021,-0.016,-0.018,-0.015,-0.009,0.0
-0.057,-0.05,-0.047,-0.023,-0.021,-0.016,-0.018,-0.015,-0.009,-0.0,0.0
-0.05,-0.047,-0.023,-0.021,-0.016,-0.018,-0.015,-0.009,-0.0,0.008,0.0
-0.047,-0.023,-0.021,-0.016,-0.018,-0.015,-0.009,-0.0,0.008,0.024,0.0
-0.023,-0.021,-0.016,-0.018,-0.015,-0.009,-0.0,0.008,0.024,0.022,0.0
-0.021,-0.016,-0.018,-0.015,-0.009,-0.0,0.008,0.024,0.022,0.036,0.0
-0.016,-0.018,-0.015,-0.009,-0.0,0.008,0.024,0.022,0.036,0.022,0.0
-0.018,-0.015,-0.009,-0.0,0.008,0.024,0.022,0.036,0.022,0.028,0.0
-0.015,-0.009,-0.0,0.008,0.024,0.022,0.036,0.022,0.028,-0.007,0.0
-0.009,-0.0,0.008,0.024,0.022,0.036,0.022,0.028,-0.007,0.011,0.0
-0.0,0.008,0.024,0.022,0.036,0.022,0.028,-0.007,0.011,0.006,0.0
0.008,0.024,0.022,0.036,0.022,0.028,-0.007,0.011,0.006,0.005,0.0
0.024,0.022,0.036,0.022,0.028,-0.007,0.011,0.006,0.005,-0.002,0.0
0.022,0.036,0.022,0.028,-0.007,0.011,0.006,0.005,-0.002,-0.017,0.0
0.036,0.022,0.028,-0.007,0.011,0.006,0.005,-0.002,-0.017,-0.011,0.0
0.022,0.028,-0.007,0.011,0.006,0.005,-0.002,-0.017,-0.011,-0.031,0.0
0.028,-0.007,0.011,0.006,0.005,-0.002,-0.017,-0.011,-0.031,-0.006,0.0
-0.007,0.011,0.006,0.005,-0.002,-0.017,-0.011,-0.031,-0.006,-0.009,0.0
