run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,runattr,,,configname,RandomAllInjectionNoGui,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,runattr,,,datetime,20200606-17:24:46,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,runattr,,,experiment,RandomAllInjectionNoGui,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,runattr,,,inifile,omnetpp.ini,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,runattr,,,iterationvars,"$leaderSpeed=100, $attackStart=10, $nCars=8, $platoonSize=8, $nLanes=1, $controller=2, $sController=""CONSENSUS"", $spacing=10, $headway=0, $leaderHeadway=2, $radar=false, $beaconInterval=0.1, $priority=4, $packetSize=200",,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,runattr,,,iterationvarsf,"leaderSpeed=100,attackStart=10,nCars=8,platoonSize=8,nLanes=1,controller=2,sController=CONSENSUS,spacing=10,headway=0,leaderHeadway=2,radar=false,beaconInterval=0.1,priority=4,packetSize=200-",,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,runattr,,,measurement,"$leaderSpeed=100, $attackStart=10, $nCars=8, $platoonSize=8, $nLanes=1, $controller=2, $sController=""CONSENSUS"", $spacing=10, $headway=0, $leaderHeadway=2, $radar=false, $beaconInterval=0.1, $priority=4, $packetSize=200",,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,runattr,,,network,Highway,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,runattr,,,processid,8587,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,runattr,,,repetition,0,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,runattr,,,replication,#0,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,runattr,,,resultdir,results,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,runattr,,,runnumber,2,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,runattr,,,seedset,0,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,itervar,,,attackStart,10,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,itervar,,,beaconInterval,0.1,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,itervar,,,controller,2,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,itervar,,,headway,0,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,itervar,,,leaderHeadway,2,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,itervar,,,leaderSpeed,100,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,itervar,,,nCars,8,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,itervar,,,nLanes,1,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,itervar,,,packetSize,200,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,itervar,,,platoonSize,8,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,itervar,,,priority,4,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,itervar,,,radar,false,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,itervar,,,sController,"""CONSENSUS""",,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,itervar,,,spacing,10,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].scenario_type,"""RandomScenario""",,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].scenario.avgSpeed,100kmph,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].scenario.maxSpeed,150kmph,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,**.traffic.platoonInsertSpeed,100kmph,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].scenario.startTime,5s,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].scenario.accelerationProbability,0.2,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].scenario.decelerationProbability,0.2,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].scenario.avgAcceleration,0.50mpsps,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].scenario.avgDeceleration,0.75mpsps,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].scenario.minStepDuration,0.5s,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].scenario.meanStepDuration,2s,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].prot.positionInjectionRate,2.5mps,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].prot.positionInjectionLimit,50m,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].prot.speedInjectionRate,0.13889mpsps,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].prot.speedInjectionLimit,10kmph,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].prot.accelerationInjectionRate,0.05mpspsps,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].prot.accelerationInjectionLimit,1mpsps,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[0].protocol_type,"""InjectedBeaconing""",,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].prot.attackStart,10s,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.manager.useGui,false,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.playgroundSizeX,65000m,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.playgroundSizeY,25000m,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.playgroundSizeZ,50m,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,**.debug,false,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,**.coreDebug,false,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.annotations.draw,false,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.obstacles.debug,false,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.world.useTorus,false,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.world.use2D,false,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.manager.updateInterval,0.01s,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.manager.host,"""localhost""",,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.manager.moduleType,"""org.car2x.veins.modules.application.platooning.PlatoonCar""",,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.manager.moduleName,"""node""",,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.manager.moduleDisplayString,"""""",,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.manager.autoShutdown,true,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.manager.margin,25,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.connectionManager.sendDirect,true,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.connectionManager.maxInterfDist,2600m,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.connectionManager.drawMaxIntfDist,false,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.**.nic.mac1609_4.useServiceChannel,false,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.**.nic.mac1609_4.txPower,100mW,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.**.nic.mac1609_4.bitrate,6Mbps,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.**.nic.phy80211p.sensitivity,-94dBm,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.**.nic.phy80211p.maxTXPower,100mW,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.**.nic.phy80211p.useThermalNoise,true,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.**.nic.phy80211p.thermalNoise,-95dBm,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.**.nic.phy80211p.decider,"xmldoc(""config.xml"")",,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.**.nic.phy80211p.analogueModels,"xmldoc(""config.xml"")",,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.**.nic.phy80211p.usePropagationDelay,true,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].mobility.x,0,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].mobility.y,0,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.node[*].mobility.z,1.895,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,**.seed,0,,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,*.manager.configFile,"""./sumocfg/freeway.sumo.cfg""",,,
RandomAllInjectionNoGui-2-20200606-17:24:46-8587,param,,,**.numberOfCars,8,,,
