run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,runattr,,,configname,ConstantAllInjectionNoGui,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,runattr,,,datetime,20200606-17:11:50,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,runattr,,,experiment,ConstantAllInjectionNoGui,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,runattr,,,inifile,omnetpp.ini,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,runattr,,,iterationvars,"$leaderSpeed=100, $attackStart=10, $nCars=8, $platoonSize=8, $nLanes=1, $controller=2, $sController=""CONSENSUS"", $spacing=10, $headway=0, $leaderHeadway=2, $radar=false, $beaconInterval=0.1, $priority=4, $packetSize=200",,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,runattr,,,iterationvarsf,"leaderSpeed=100,attackStart=10,nCars=8,platoonSize=8,nLanes=1,controller=2,sController=CONSENSUS,spacing=10,headway=0,leaderHeadway=2,radar=false,beaconInterval=0.1,priority=4,packetSize=200-",,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,runattr,,,measurement,"$leaderSpeed=100, $attackStart=10, $nCars=8, $platoonSize=8, $nLanes=1, $controller=2, $sController=""CONSENSUS"", $spacing=10, $headway=0, $leaderHeadway=2, $radar=false, $beaconInterval=0.1, $priority=4, $packetSize=200",,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,runattr,,,network,Highway,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,runattr,,,processid,7097,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,runattr,,,repetition,0,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,runattr,,,replication,#0,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,runattr,,,resultdir,results,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,runattr,,,runnumber,2,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,runattr,,,seedset,0,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,itervar,,,attackStart,10,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,itervar,,,beaconInterval,0.1,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,itervar,,,controller,2,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,itervar,,,headway,0,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,itervar,,,leaderHeadway,2,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,itervar,,,leaderSpeed,100,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,itervar,,,nCars,8,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,itervar,,,nLanes,1,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,itervar,,,packetSize,200,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,itervar,,,platoonSize,8,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,itervar,,,priority,4,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,itervar,,,radar,false,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,itervar,,,sController,"""CONSENSUS""",,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,itervar,,,spacing,10,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,param,,,*.node[*].scenario_type,"""SimpleScenario""",,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,param,,,*.node[*].scenario.leaderSpeed,100kmph,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,param,,,**.traffic.platoonInsertSpeed,100kmph,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,param,,,*.node[*].prot.positionInjectionRate,2.5mps,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,param,,,*.node[*].prot.positionInjectionLimit,50m,,,
ConstantAllInjectionNoGui-2-20200606-17:11:50-7097,param,,,*.node[*].prot.speedInjectionRate,0.13889mpsps,,,
