run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,runattr,,,configname,SinusoidalCoordinatedInjectionNoGui,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,runattr,,,datetime,20200606-17:22:45,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,runattr,,,experiment,SinusoidalCoordinatedInjectionNoGui,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,runattr,,,inifile,omnetpp.ini,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,runattr,,,iterationvars,"$leaderSpeed=100, $attackStart=10, $nCars=8, $platoonSize=8, $nLanes=1, $controller=2, $sController=""CONSENSUS"", $spacing=10, $headway=0, $leaderHeadway=2, $radar=true, $beaconInterval=0.1, $priority=4, $packetSize=200",,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,runattr,,,iterationvarsf,"leaderSpeed=100,attackStart=10,nCars=8,platoonSize=8,nLanes=1,controller=2,sController=CONSENSUS,spacing=10,headway=0,leaderHeadway=2,radar=true,beaconInterval=0.1,priority=4,packetSize=200-",,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,runattr,,,measurement,"$leaderSpeed=100, $attackStart=10, $nCars=8, $platoonSize=8, $nLanes=1, $controller=2, $sController=""CONSENSUS"", $spacing=10, $headway=0, $leaderHeadway=2, $radar=true, $beaconInterval=0.1, $priority=4, $packetSize=200",,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,runattr,,,network,Highway,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,runattr,,,processid,8035,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,runattr,,,repetition,0,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,runattr,,,replication,#0,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,runattr,,,resultdir,results,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,runattr,,,runnumber,3,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,runattr,,,seedset,0,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,itervar,,,attackStart,10,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,itervar,,,beaconInterval,0.1,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,itervar,,,controller,2,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,itervar,,,headway,0,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,itervar,,,leaderHeadway,2,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,itervar,,,leaderSpeed,100,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,itervar,,,nCars,8,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,itervar,,,nLanes,1,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,itervar,,,packetSize,200,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,itervar,,,platoonSize,8,,,
SinusoidalCoordinatedInjectionNoGui-3-20200606-17:22:45-8035,itervar,,,priority,4,,,
