run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
SinusoidalAccelerationInjectionNoGui-3-20200606-17:21:59-7792,runattr,,,configname,SinusoidalAccelerationInjectionNoGui,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-17:21:59-7792,runattr,,,datetime,20200606-17:21:59,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-17:21:59-7792,runattr,,,experiment,SinusoidalAccelerationInjectionNoGui,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-17:21:59-7792,runattr,,,inifile,omnetpp.ini,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-17:21:59-7792,runattr,,,iterationvars,"$leaderSpeed=100, $attackStart=10, $nCars=8, $platoonSize=8, $nLanes=1, $controller=2, $sController=""CONSENSUS"", $spacing=10, $headway=0, $leaderHeadway=2, $radar=true, $beaconInterval=0.1, $priority=4, $packetSize=200",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-17:21:59-7792,runattr,,,iterationvarsf,"leaderSpeed=100,attackStart=10,nCars=8,platoonSize=8,nLanes=1,controller=2,sController=CONSENSUS,spacing=10,headway=0,leaderHeadway=2,radar=true,beaconInterval=0.1,priority=4,packetSize=200-",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-17:21:59-7792,runattr,,,measurement,"$leaderSpeed=100, $attackStart=10, $nCars=8, $platoonSize=8, $nLanes=1, $controller=2, $sController=""CONSENSUS"", $spacing=10, $headway=0, $leaderHeadway=2, $radar=true, $beaconInterval=0.1, $priority=4, $packetSize=200",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-17:21:59-7792,runattr,,,network,Highway,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-17:21:59-7792,runattr,,,processid,7792,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-17:21:59-7792,runattr,,,repetition,0,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-17:21:59-7792,runattr,,,replication,#0,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-17:21:59-7792,runattr,,,resultdir,results,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-17:21:59-7792,runattr,,,runnumber,3,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-17:21:59-7792,runattr,,,seedset,0,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-17:21:59-7792,itervar,,,attackStart,10,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-17:21:59-7792,itervar,,,beaconInterval,0.1,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-17:21:59-7792,itervar,,,controller,2,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-17:21:59-7792,itervar,,,headway,0,,,
