run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,runattr,,,configname,RandomSpeedInjectionNoGui,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,runattr,,,datetime,20200606-17:24:07,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,runattr,,,experiment,RandomSpeedInjectionNoGui,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,runattr,,,inifile,omnetpp.ini,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,runattr,,,iterationvars,"$leaderSpeed=100, $attackStart=10, $nCars=8, $platoonSize=8, $nLanes=1, $controller=4, $sController=""PLOEG"", $spacing=2, $headway=0.288, $leaderHeadway=2, $radar=true, $beaconInterval=0.1, $priority=4, $packetSize=200",,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,runattr,,,iterationvarsf,"leaderSpeed=100,attackStart=10,nCars=8,platoonSize=8,nLanes=1,controller=4,sController=PLOEG,spacing=2,headway=0.288,leaderHeadway=2,radar=true,beaconInterval=0.1,priority=4,packetSize=200-",,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,runattr,,,measurement,"$leaderSpeed=100, $attackStart=10, $nCars=8, $platoonSize=8, $nLanes=1, $controller=4, $sController=""PLOEG"", $spacing=2, $headway=0.288, $leaderHeadway=2, $radar=true, $beaconInterval=0.1, $priority=4, $packetSize=200",,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,runattr,,,network,Highway,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,runattr,,,processid,8407,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,runattr,,,repetition,0,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,runattr,,,replication,#0,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,runattr,,,resultdir,results,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,runattr,,,runnumber,7,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,runattr,,,seedset,0,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,itervar,,,attackStart,10,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,itervar,,,beaconInterval,0.1,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,itervar,,,controller,4,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,itervar,,,headway,0.288,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,itervar,,,leaderHeadway,2,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,itervar,,,leaderSpeed,100,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,itervar,,,nCars,8,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,itervar,,,nLanes,1,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,itervar,,,packetSize,200,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,itervar,,,platoonSize,8,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,itervar,,,priority,4,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,itervar,,,radar,true,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,itervar,,,sController,"""PLOEG""",,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,itervar,,,spacing,2,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.node[*].scenario_type,"""RandomScenario""",,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.node[*].scenario.avgSpeed,100kmph,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.node[*].scenario.maxSpeed,150kmph,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,**.traffic.platoonInsertSpeed,100kmph,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.node[*].scenario.startTime,5s,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.node[*].scenario.accelerationProbability,0.2,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.node[*].scenario.decelerationProbability,0.2,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.node[*].scenario.avgAcceleration,0.50mpsps,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.node[*].scenario.avgDeceleration,0.75mpsps,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.node[*].scenario.minStepDuration,0.5s,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.node[*].scenario.meanStepDuration,2s,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.node[*].prot.speedInjectionRate,0.13889mpsps,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.node[*].prot.speedInjectionLimit,10kmph,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.node[0].protocol_type,"""InjectedBeaconing""",,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.node[*].prot.attackStart,10s,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.manager.useGui,false,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.playgroundSizeX,65000m,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.playgroundSizeY,25000m,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.playgroundSizeZ,50m,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,**.debug,false,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,**.coreDebug,false,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.annotations.draw,false,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.obstacles.debug,false,,,
RandomSpeedInjectionNoGui-7-20200606-17:24:07-8407,param,,,*.world.useTorus,false,,,
