run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,runattr,,,configname,ConstantAccelerationInjectionNoGui,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,runattr,,,datetime,20200606-17:11:25,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,runattr,,,experiment,ConstantAccelerationInjectionNoGui,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,runattr,,,inifile,omnetpp.ini,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,runattr,,,iterationvars,"$leaderSpeed=100, $attackStart=10, $nCars=8, $platoonSize=8, $nLanes=1, $controller=2, $sController=""CONSENSUS"", $spacing=10, $headway=0, $leaderHeadway=2, $radar=true, $beaconInterval=0.1, $priority=4, $packetSize=200",,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,runattr,,,iterationvarsf,"leaderSpeed=100,attackStart=10,nCars=8,platoonSize=8,nLanes=1,controller=2,sController=CONSENSUS,spacing=10,headway=0,leaderHeadway=2,radar=true,beaconInterval=0.1,priority=4,packetSize=200-",,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,runattr,,,measurement,"$leaderSpeed=100, $attackStart=10, $nCars=8, $platoonSize=8, $nLanes=1, $controller=2, $sController=""CONSENSUS"", $spacing=10, $headway=0, $leaderHeadway=2, $radar=true, $beaconInterval=0.1, $priority=4, $packetSize=200",,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,runattr,,,network,Highway,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,runattr,,,processid,6976,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,runattr,,,repetition,0,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,runattr,,,replication,#0,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,runattr,,,resultdir,results,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,runattr,,,runnumber,3,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,runattr,,,seedset,0,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,itervar,,,attackStart,10,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,itervar,,,beaconInterval,0.1,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,itervar,,,controller,2,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,itervar,,,headway,0,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,itervar,,,leaderHeadway,2,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,itervar,,,leaderSpeed,100,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,itervar,,,nCars,8,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,itervar,,,nLanes,1,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,itervar,,,packetSize,200,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,itervar,,,platoonSize,8,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,itervar,,,priority,4,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,itervar,,,radar,true,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,itervar,,,sController,"""CONSENSUS""",,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,itervar,,,spacing,10,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,param,,,*.node[*].scenario_type,"""SimpleScenario""",,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,param,,,*.node[*].scenario.leaderSpeed,100kmph,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,param,,,**.traffic.platoonInsertSpeed,100kmph,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,param,,,*.node[*].prot.accelerationInjectionRate,0.05mpspsps,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,param,,,*.node[*].prot.accelerationInjectionLimit,1mpsps,,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,param,,,*.node[0].protocol_type,"""InjectedBeaconing""",,,
ConstantAccelerationInjectionNoGui-3-20200606-17:11:25-6976,param,,,*.node[*].prot.attackStart,10s,,,
