KF distance,V2X-KF distance,V2X-KF speed,Radar distance,Radar-KF distance,Radar-V2X speed,Radar-KF speed,Detection
0.00527966513978091,-0.032256309119118885,-0.0014810776672131271,0.020666666666666722,-0.01595292383773265,0.005737974987974903,0.007607721659141065,0.0
0.023030132000912456,0.01887876872764031,0.0026504579169157956,0.009272727272727314,0.015561011151882504,-0.0008121212121212707,0.0004872190345741264,0.0
0.02249226936294574,0.0039468413640254656,-0.00031157257891146513,0.011393939393939458,-0.0017105525753688619,0.0008060606060606855,-0.00018349809570714838,0.0
-0.012886248525631704,-0.061453176714807406,0.003330631193365294,0.01587878787878799,0.011873005103374756,0.0016242424242424473,-0.0008202650615179087,0.0
0.005397177580298906,0.06720571184013908,-0.001045855505410156,0.005333333333333392,0.009155166385593804,0.006496969696969559,0.007493458156771291,0.0
0.007923138029951439,0.01741964069445127,0.0006152272347337587,0.005151515151515095,0.0060271558459675835,0.0016969696969697018,0.0018194797499085445,0.0
-0.00840088731762416,-0.056037315865186905,0.00014130940865645234,-0.006666666666666632,-0.00693537647124998,-0.004830303030302997,-0.00836997853133066,0.0
-0.008787756445691687,-0.007070944061783398,0.0018039211469268255,-0.005454545454545446,0.021274389271550256,0.0060666666666666005,0.010862319698402604,0.0
0.005774280213197043,0.06314829024028017,-0.0029054866465313897,0.008181818181818169,-0.0019175279415378692,-0.0003818181818181566,-1.4158718687367e-05,0.0
-0.006278168196868587,-0.04967405493502431,-2.9759841860767537e-05,-0.01096969696969692,-0.004579751904719655,-0.0025696969696968213,-0.004313745881589181,0.0
0.004437619972775936,0.04477704862987485,0.0010918527584259173,-0.0030909090909090465,0.003524200145025998,-0.001527272727272912,0.0003012226761568666,0.0
-0.010087006275766301,-0.05466060534983015,-0.0019846584550406478,-0.0071515151515152255,-0.00277569625892206,0.0026424242424243176,-0.0020991449973729523,0.0
0.004986534416682606,0.0520624778148443,0.002213428001516298,0.0018787878787878602,0.008698902057271038,-0.0032909090909090093,0.00490670539069353,0.0
0.00225835269270609,-0.0180102806914119,0.0009927559190874493,0.0031515151515150736,-0.012058765539898661,-0.0074484848484848085,-0.006427614900428599,0.0
-0.001700751910271441,-0.004915950991660466,-0.0022259524054710337,-0.0007272727272727549,0.010287321735612935,0.009690909090908993,0.00565718049970586,0.0
