run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,runattr,,,configname,SinusoidalAccelerationInjectionNoGui,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,runattr,,,datetime,20200606-16:31:00,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,runattr,,,experiment,SinusoidalAccelerationInjectionNoGui,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,runattr,,,inifile,omnetpp.ini,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,runattr,,,iterationvars,"$leaderSpeed=100, $attackStart=10, $nCars=8, $platoonSize=8, $nLanes=1, $controller=2, $sController=""CONSENSUS"", $spacing=10, $headway=0, $leaderHeadway=2, $radar=true, $beaconInterval=0.1, $priority=4, $packetSize=200",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,runattr,,,iterationvarsf,"leaderSpeed=100,attackStart=10,nCars=8,platoonSize=8,nLanes=1,controller=2,sController=CONSENSUS,spacing=10,headway=0,leaderHeadway=2,radar=true,beaconInterval=0.1,priority=4,packetSize=200-",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,runattr,,,measurement,"$leaderSpeed=100, $attackStart=10, $nCars=8, $platoonSize=8, $nLanes=1, $controller=2, $sController=""CONSENSUS"", $spacing=10, $headway=0, $leaderHeadway=2, $radar=true, $beaconInterval=0.1, $priority=4, $packetSize=200",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,runattr,,,network,Highway,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,runattr,,,processid,4084,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,runattr,,,repetition,0,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,runattr,,,replication,#0,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,runattr,,,resultdir,results,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,runattr,,,runnumber,3,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,runattr,,,seedset,0,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,itervar,,,attackStart,10,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,itervar,,,beaconInterval,0.1,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,itervar,,,controller,2,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,itervar,,,headway,0,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,itervar,,,leaderHeadway,2,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,itervar,,,leaderSpeed,100,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,itervar,,,nCars,8,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,itervar,,,nLanes,1,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,itervar,,,packetSize,200,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,itervar,,,platoonSize,8,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,itervar,,,priority,4,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,itervar,,,radar,true,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,itervar,,,sController,"""CONSENSUS""",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,itervar,,,spacing,10,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario_type,"""SinusoidalScenario""",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario.leaderSpeed,100kmph,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,**.traffic.platoonInsertSpeed,100kmph,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario.leaderOscillationFrequency,0.2 Hz,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario.oscillationAmplitude,10 kmph,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario.startOscillating,5 s,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].prot.accelerationInjectionRate,0.05mpspsps,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].prot.accelerationInjectionLimit,1mpsps,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[4].protocol_type,"""InjectedBeaconing""",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].prot.attackStart,10s,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.manager.useGui,false,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.playgroundSizeX,65000m,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.playgroundSizeY,25000m,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.playgroundSizeZ,50m,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,**.debug,false,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,**.coreDebug,false,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.annotations.draw,false,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.obstacles.debug,false,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.world.useTorus,false,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.world.use2D,false,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.manager.updateInterval,0.01s,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.manager.host,"""localhost""",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.manager.moduleType,"""org.car2x.veins.modules.application.platooning.PlatoonCar""",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.manager.moduleName,"""node""",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.manager.moduleDisplayString,"""""",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.manager.autoShutdown,true,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.manager.margin,25,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.connectionManager.sendDirect,true,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.connectionManager.maxInterfDist,2600m,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.connectionManager.drawMaxIntfDist,false,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.**.nic.mac1609_4.useServiceChannel,false,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.**.nic.mac1609_4.txPower,100mW,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.**.nic.mac1609_4.bitrate,6Mbps,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.**.nic.phy80211p.sensitivity,-94dBm,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.**.nic.phy80211p.maxTXPower,100mW,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.**.nic.phy80211p.useThermalNoise,true,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.**.nic.phy80211p.thermalNoise,-95dBm,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.**.nic.phy80211p.decider,"xmldoc(""config.xml"")",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.**.nic.phy80211p.analogueModels,"xmldoc(""config.xml"")",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.**.nic.phy80211p.usePropagationDelay,true,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].mobility.x,0,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].mobility.y,0,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].mobility.z,1.895,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,**.seed,0,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.manager.configFile,"""./sumocfg/freeway.sumo.cfg""",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,**.numberOfCars,8,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,**.numberOfCarsPerPlatoon,8,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,**.numberOfLanes,1,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].helper_type,"""PositionHelper""",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].helper.nLanes,1,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].helper.platoonSize,8,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].helper.nCars,8,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario.caccC1,0.5,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario.caccXi,1,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario.caccOmegaN,0.2 Hz,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario.engineTau,0.5 s,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario.ploegKp,0.2,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario.ploegKd,0.7,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario.useRealisticEngine,false,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario.useControllerAcceleration,true,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,**.numericController,2,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario.controller,"""CONSENSUS""",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario.spacing,10m,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario.headway,0s,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario.leaderHeadway,2s,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario.usePrediction,true,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].scenario.useRadarPredSpeed,true,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].appl_type,"""SimplePlatooningApp""",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].protocol_type,"""SimplePlatooningBeaconing""",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].prot.beaconingInterval,0.1s,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].prot.priority,4,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].prot.packetSize,200,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,*.node[*].unicast.packetLossRate,0,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,**.traffic_type,"""PlatoonsTrafficManager""",,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,**.traffic.platoonInsertTime,1 s,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,**.traffic.nCars,8,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,**.traffic.platoonSize,8,,,
SinusoidalAccelerationInjectionNoGui-3-20200606-16:31:00-4084,param,,,**.traffic.nLanes,1,,,
