run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,runattr,,,configname,RandomAccelerationInjectionNoGui,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,runattr,,,datetime,20200606-16:33:41,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,runattr,,,experiment,RandomAccelerationInjectionNoGui,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,runattr,,,inifile,omnetpp.ini,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,runattr,,,iterationvars,"$leaderSpeed=100, $attackStart=10, $nCars=8, $platoonSize=8, $nLanes=1, $controller=3, $sController=""FLATBED"", $spacing=10, $headway=0, $leaderHeadway=2, $radar=false, $beaconInterval=0.1, $priority=4, $packetSize=200",,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,runattr,,,iterationvarsf,"leaderSpeed=100,attackStart=10,nCars=8,platoonSize=8,nLanes=1,controller=3,sController=FLATBED,spacing=10,headway=0,leaderHeadway=2,radar=false,beaconInterval=0.1,priority=4,packetSize=200-",,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,runattr,,,measurement,"$leaderSpeed=100, $attackStart=10, $nCars=8, $platoonSize=8, $nLanes=1, $controller=3, $sController=""FLATBED"", $spacing=10, $headway=0, $leaderHeadway=2, $radar=false, $beaconInterval=0.1, $priority=4, $packetSize=200",,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,runattr,,,network,Highway,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,runattr,,,processid,4785,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,runattr,,,repetition,0,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,runattr,,,replication,#0,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,runattr,,,resultdir,results,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,runattr,,,runnumber,4,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,runattr,,,seedset,0,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,itervar,,,attackStart,10,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,itervar,,,beaconInterval,0.1,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,itervar,,,controller,3,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,itervar,,,headway,0,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,itervar,,,leaderHeadway,2,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,itervar,,,leaderSpeed,100,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,itervar,,,nCars,8,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,itervar,,,nLanes,1,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,itervar,,,packetSize,200,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,itervar,,,platoonSize,8,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,itervar,,,priority,4,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,itervar,,,radar,false,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,itervar,,,sController,"""FLATBED""",,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,itervar,,,spacing,10,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.node[*].scenario_type,"""RandomScenario""",,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.node[*].scenario.avgSpeed,100kmph,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.node[*].scenario.maxSpeed,150kmph,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,**.traffic.platoonInsertSpeed,100kmph,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.node[*].scenario.startTime,5s,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.node[*].scenario.accelerationProbability,0.2,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.node[*].scenario.decelerationProbability,0.2,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.node[*].scenario.avgAcceleration,0.50mpsps,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.node[*].scenario.avgDeceleration,0.75mpsps,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.node[*].scenario.minStepDuration,0.5s,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.node[*].scenario.meanStepDuration,2s,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.node[*].prot.accelerationInjectionRate,0.05mpspsps,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.node[*].prot.accelerationInjectionLimit,1mpsps,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.node[4].protocol_type,"""InjectedBeaconing""",,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.node[*].prot.attackStart,10s,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.manager.useGui,false,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.playgroundSizeX,65000m,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.playgroundSizeY,25000m,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.playgroundSizeZ,50m,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,**.debug,false,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,**.coreDebug,false,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.annotations.draw,false,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.obstacles.debug,false,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.world.useTorus,false,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.world.use2D,false,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.manager.updateInterval,0.01s,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.manager.host,"""localhost""",,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.manager.moduleType,"""org.car2x.veins.modules.application.platooning.PlatoonCar""",,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.manager.moduleName,"""node""",,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.manager.moduleDisplayString,"""""",,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.manager.autoShutdown,true,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.manager.margin,25,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.connectionManager.sendDirect,true,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.connectionManager.maxInterfDist,2600m,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.connectionManager.drawMaxIntfDist,false,,,
RandomAccelerationInjectionNoGui-4-20200606-16:33:41-4785,param,,,*.**.nic.mac1609_4.useServiceChannel,false,,,
